sync,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
76,36,-2,23,3260,1266,380,4437,-6167,1
80,36,-1,24,3260,1266,380,4442,-6115,1
84,36,-1,24,3262,1245,333,4407,-6152,1
88,36,-1,24,3262,1245,333,4332,-6070,2
92,37,-1,25,3263,1220,286,4332,-6070,2
96,37,-1,25,3263,1220,286,4312,-6010,2
100,39,-1,27,3264,1192,241,4287,-5997,2
104,39,-1,27,3264,1192,241,4312,-5907,3
108,39,-1,27,3265,1161,196,4247,-5850,3
112,37,1,27,3265,1161,196,4227,-5800,3
116,37,1,27,3267,1126,154,4227,-5800,3
120,36,1,27,3267,1126,154,4212,-5755,4
124,36,1,27,3268,1088,113,4217,-5682,4
128,36,1,27,3268,1088,113,4160,-5632,4
132,36,1,26,3270,1047,74,4105,-5575,5
136,36,1,26,3270,1047,74,4105,-5575,5
140,38,2,27,3271,1005,37,4110,-5447,5
144,38,2,27,3271,1005,37,4110,-5402,5
148,38,2,27,3272,961,2,4070,-5387,5
152,39,2,27,3272,961,2,4015,-5275,5
156,39,2,27,3273,916,-30,4015,-5275,5
160,39,2,27,3273,916,-30,4015,-5275,5
164,39,2,27,3275,870,-61,4040,-5132,6
168,39,2,27,3275,870,-61,3965,-5000,6
172,39,2,27,3277,822,-90,3970,-4927,6
176,39,2,27,3277,822,-90,3950,-4837,7
180,39,3,27,3279,774,-117,3950,-4837,7
184,39,3,27,3279,774,-117,3965,-4805,7
188,38,3,26,3281,723,-142,3940,-4687,7
192,38,3,26,3281,723,-142,3940,-4687,7
196,38,3,26,3282,672,-164,3875,-4515,7
200,37,3,26,3282,672,-164,3875,-4515,7
204,37,3,26,3284,621,-185,3910,-4422,7
208,36,3,26,3284,621,-185,3870,-4307,7
212,36,3,26,3287,569,-204,3870,-4220,8
216,36,3,26,3287,569,-204,3870,-4220,8
220,35,4,26,3289,517,-221,3852,-4112,8
224,35,4,26,3289,517,-221,3822,-4082,8
228,34,4,25,3292,466,-236,3807,-3965,8
232,34,4,25,3292,466,-236,3802,-3887,8
236,34,4,25,3296,414,-248,3802,-3780,8
240,33,5,25,3296,414,-248,3802,-3780,8
244,33,5,25,3301,362,-259,3822,-3642,8
248,32,5,25,3301,362,-259,3767,-3557,8
2,32,5,25,3306,311,-267,3787,-3460,8
6,32,5,25,3306,311,-267,3797,-3317,8
10,32,6,25,3312,260,-273,3797,-3317,8
14,32,6,25,3312,260,-273,3797,-3317,8
18,33,7,25,3317,209,-277,3832,-3097,8
22,33,7,25,3317,209,-277,3807,-3057,8
26,33,7,25,3323,158,-278,3757,-2925,8
30,33,7,25,3323,158,-278,3812,-2875,8
34,33,7,25,3329,106,-276,3812,-2875,8
38,33,8,24,3329,106,-276,3832,-2767,8
42,33,8,24,3336,56,-273,3822,-2630,8
46,34,8,23,3336,56,-273,3817,-2557,7
50,34,8,23,3344,6,-267,3832,-2470,7
54,34,8,23,3344,6,-267,3832,-2470,7
58,33,8,23,3353,-42,-259,3870,-2405,7
62,33,8,23,3353,-42,-259,3880,-2242,7
66,33,9,23,3363,-89,-248,3880,-2242,7
70,33,9,23,3363,-89,-248,3900,-2052,7
74,33,9,23,3372,-136,-235,3900,-2052,7
78,34,10,23,3372,-136,-235,3905,-1967,7
82,34,10,23,3382,-182,-221,3915,-1850,6
86,35,11,23,3382,-182,-221,3910,-1792,6
90,35,11,23,3392,-227,-203,3910,-1792,6
94,35,11,23,3392,-227,-203,3935,-1640,6
98,34,11,21,3399,-270,-183,3920,-1595,6
102,34,11,21,3399,-270,-183,3950,-1522,5
106,33,13,22,3405,-311,-160,3965,-1425,5
110,33,13,22,3405,-311,-160,3970,-1350,5
114,33,13,22,3408,-351,-135,3970,-1350,5
118,33,13,21,3408,-351,-135,4000,-1247,5
122,33,13,21,3407,-388,-106,3990,-1150,5
126,32,13,19,3407,-388,-106,4020,-1095,5
130,32,13,19,3405,-424,-76,4025,-982,4
134,33,14,19,3405,-424,-76,4025,-982,4
138,33,14,19,3401,-457,-43,4025,-982,4
142,33,14,19,3401,-457,-43,4085,-860,4
146,34,14,19,3395,-487,-7,4125,-805,4
150,34,14,19,3395,-487,-7,4110,-747,3
154,32,14,17,3387,-516,30,4115,-672,3
158,32,14,17,3387,-516,30,4115,-672,3
162,32,14,17,3377,-543,69,4185,-635,3
166,32,14,15,3377,-543,69,4192,-555,2
170,32,14,15,3364,-566,110,4222,-550,2
175,33,16,15,3364,-566,110,4222,-462,2
179,33,16,15,3349,-586,153,4222,-462,2
183,33,16,15,3349,-586,153,4252,-467,1
187,34,17,15,3330,-604,197,4287,-402,1
191,34,17,15,3330,-604,197,4272,-320,1
195,34,17,14,3310,-618,243,4327,-290,1
199,34,17,14,3310,-618,243,4327,-290,1
203,34,17,14,3288,-629,291,4332,-247,0
207,33,16,13,3288,-629,291,4342,-167,0
211,33,16,13,3266,-639,340,4372,-212,-1
215,31,17,12,3266,-639,340,4372,-212,-1
219,31,17,12,3242,-645,390,4407,-197,-1
223,31,17,12,3242,-645,390,4462,-125,-1
227,31,16,11,3217,-648,440,4502,-110,-1
231,31,16,11,3217,-648,440,4482,-100,-2
235,35,18,11,3191,-650,491,4565,-70,-2
239,35,18,11,3191,-650,491,4565,-70,-2
243,35,18,10,3166,-648,542,4565,-65,-2
247,35,18,10,3166,-648,542,4550,-20,-3
2,35,18,10,3140,-645,595,4585,-30,-3
6,28,14,9,3140,-645,595,4600,-25,-3
10,28,14,9,3115,-640,647,4665,-25,-3
14,27,13,8,3115,-640,647,4665,-25,-3
18,27,13,8,3091,-631,697,4715,-45,-4
22,27,13,8,3091,-631,697,4710,-75,-4
26,28,14,7,3067,-619,744,4755,-15,-5
30,28,14,7,3067,-619,744,4760,-70,-4
34,30,14,6,3043,-605,791,4760,-70,-4
38,30,14,6,3043,-605,791,4847,-80,-5
42,30,14,6,3019,-588,837,4837,-85,-5
46,29,13,5,3019,-588,837,4882,-100,-5
50,29,13,5,2994,-569,881,4882,-120,-6
54,26,10,5,2994,-569,881,4882,-120,-6
58,26,10,5,2972,-547,922,4917,-120,-6
62,26,10,5,2972,-547,922,4947,-157,-6
66,27,12,2,2952,-522,962,4952,-227,-7
70,27,12,2,2952,-522,962,5007,-285,-7
74,36,8,-1,2934,-493,999,5007,-285,-7
78,36,8,-1,2934,-493,999,4957,-252,-7
82,36,8,-1,2918,-460,1034,4972,-275,-7
86,33,7,-2,2918,-460,1034,5037,-407,-7
90,33,7,-2,2903,-422,1066,5037,-407,-7
94,30,6,-2,2903,-422,1066,5092,-375,-8
98,30,6,-2,2889,-382,1095,5147,-417,-8
102,28,4,-2,2889,-382,1095,5195,-407,-8
106,28,4,-2,2876,-340,1120,5147,-550,-8
110,28,4,-2,2876,-340,1120,5175,-502,-8
114,26,3,-1,2863,-296,1141,5175,-502,-8
118,26,3,-1,2863,-296,1141,5210,-570,-9
122,26,2,-1,2852,-250,1158,5245,-652,-9
126,26,2,-1,2852,-250,1158,5285,-737,-9
130,26,2,-1,2840,-203,1171,5325,-707,-9
134,26,1,0,2840,-203,1171,5310,-777,-9
138,26,1,0,2830,-157,1180,5310,-777,-9
142,27,-1,1,2830,-157,1180,5330,-815,-9
146,27,-1,1,2819,-111,1185,5350,-890,-9
150,27,-1,1,2819,-111,1185,5360,-860,-9
154,27,-3,0,2809,-65,1187,5390,-922,-10
158,27,-3,0,2809,-65,1187,5390,-922,-10
162,27,-3,0,2800,-20,1184,5405,-1002,-10
166,27,-3,0,2800,-20,1184,5400,-1022,-10
170,27,-3,0,2790,26,1178,5435,-1110,-10
174,28,-4,2,2790,26,1178,5430,-1085,-10
178,28,-4,2,2782,69,1168,5430,-1085,-10
182,27,-4,2,2782,69,1168,5440,-1145,-10
186,27,-4,2,2774,112,1154,5450,-1227,-10
190,25,-4,3,2774,112,1154,5522,-1292,-10
194,25,-4,3,2768,153,1139,5542,-1330,-10
198,25,-4,3,2768,153,1139,5542,-1330,-10
202,24,-5,4,2763,193,1121,5557,-1365,-10
206,24,-5,4,2763,193,1121,5567,-1405,-10
210,25,-5,3,2760,230,1101,5592,-1477,-10
214,25,-5,3,2760,230,1101,5592,-1477,-10
218,25,-5,3,2757,266,1079,5567,-1487,-10
222,25,-6,3,2757,266,1079,5567,-1487,-10
226,25,-6,3,2756,302,1056,5577,-1600,-10
230,26,-6,3,2756,302,1056,5637,-1615,-10
234,26,-6,3,2755,336,1031,5592,-1640,-11
238,26,-6,3,2755,336,1031,5592,-1640,-11
242,27,-7,2,2756,369,1004,5627,-1685,-10
246,27,-7,2,2756,369,1004,5682,-1777,-10
1,28,-8,2,2757,403,975,5637,-1807,-10
5,28,-8,2,2757,403,975,5662,-1860,-10
9,28,-8,2,2759,435,944,5667,-1850,-10
13,27,-9,4,2759,435,944,5667,-1850,-10
17,27,-9,4,2762,467,911,5657,-1945,-10
21,28,-9,4,2762,467,911,5667,-1885,-10
25,28,-9,4,2762,497,876,5692,-1957,-10
29,28,-9,4,2762,497,876,5692,-1967,-10
33,28,-10,5,2762,526,839,5692,-1967,-10
37,28,-10,5,2762,526,839,5672,-2022,-10
41,29,-11,6,2760,553,801,5662,-2082,-10
45,29,-11,6,2760,553,801,5712,-2090,-10
49,29,-11,7,2757,578,761,5687,-2105,-10
53,29,-11,7,2757,578,761,5687,-2105,-10
57,29,-11,7,2753,602,720,5737,-2135,-10
61,30,-11,7,2753,602,720,5752,-2170,-10
65,30,-11,7,2748,623,677,5712,-2205,-10
69,29,-12,8,2748,623,677,5737,-2190,-10
73,29,-12,8,2742,641,633,5737,-2190,-10
77,29,-12,8,2742,641,633,5747,-2210,-10
81,28,-13,10,2735,656,588,5707,-2292,-9
85,28,-13,10,2735,656,588,5727,-2277,-9
89,27,-12,10,2727,668,542,5727,-2277,-9
93,27,-12,10,2727,668,542,5722,-2272,-9
97,27,-12,10,2719,676,495,5722,-2272,-9
101,26,-12,12,2719,676,495,5702,-2332,-9
105,26,-12,12,2711,682,448,5727,-2332,-9
109,27,-11,12,2711,682,448,5747,-2327,-9
113,27,-11,12,2701,686,400,5747,-2327,-9
117,27,-11,12,2701,686,400,5717,-2355,-9
121,29,-12,14,2691,686,353,5752,-2342,-9
125,29,-12,14,2691,686,353,5712,-2332,-9
129,28,-12,14,2680,683,306,5692,-2327,-9
133,28,-12,14,2680,683,306,5712,-2355,-8
137,28,-12,13,2669,677,260,5712,-2355,-8
141,28,-12,13,2669,677,260,5702,-2370,-9
145,28,-12,13,2656,669,213,5662,-2390,-9
149,28,-12,14,2656,669,213,5697,-2400,-9
153,28,-12,14,2642,658,167,5692,-2415,-8
157,29,-11,13,2642,658,167,5692,-2415,-8
161,29,-11,13,2627,646,122,5682,-2370,-9
165,29,-11,13,2627,646,122,5702,-2337,-8
169,30,-12,16,2612,631,77,5672,-2292,-8
173,30,-12,16,2612,631,77,5692,-2302,-8
177,31,-12,18,2597,614,32,5692,-2302,-8
181,31,-12,18,2597,614,32,5682,-2302,-8
185,31,-12,18,2583,594,-12,5647,-2287,-8
189,31,-11,18,2583,594,-12,5702,-2287,-8
193,31,-11,18,2570,571,-55,5727,-2262,-8
197,32,-12,20,2570,571,-55,5727,-2262,-8
201,32,-12,20,2557,546,-97,5727,-2262,-8
205,32,-12,20,2557,546,-97,5662,-2257,-8
209,32,-11,20,2545,517,-137,5722,-2227,-8
213,32,-11,20,2545,517,-137,5722,-2227,-8
217,33,-11,22,2533,485,-177,5732,-2135,-8
221,33,-11,22,2533,485,-177,5732,-2135,-8
225,33,-11,22,2522,451,-215,5707,-2130,-8
229,32,-10,23,2522,451,-215,5662,-2110,-8
233,32,-10,23,2513,414,-252,5682,-2090,-8
237,33,-10,23,2513,414,-252,5682,-2090,-8
241,33,-10,23,2506,375,-287,5672,-2110,-8
245,33,-9,24,2506,375,-287,5692,-2110,-8
0,33,-9,24,2499,333,-320,5672,-2062,-8
4,33,-9,24,2499,333,-320,5642,-2022,-8
8,33,-8,23,2494,288,-352,5667,-2022,-8
12,33,-8,23,2494,288,-352,5667,-2022,-8
16,31,-6,24,2491,243,-381,5677,-1962,-8
20,31,-6,24,2491,243,-381,5662,-1967,-8
24,31,-6,24,2489,197,-409,5642,-1967,-9
28,37,-6,23,2489,197,-409,5657,-1915,-8
32,37,-6,23,2489,149,-434,5657,-1915,-8
36,37,-5,23,2489,149,-434,5632,-1910,-9
40,37,-5,23,2489,99,-456,5647,-1845,-9
44,37,-5,23,2489,99,-456,5632,-1875,-9
48,35,-5,21,2489,50,-476,5597,-1812,-9
52,35,-5,21,2489,50,-476,5597,-1812,-9
56,35,-4,22,2489,0,-493,5612,-1777,-9
60,35,-4,22,2489,0,-493,5657,-1772,-9
64,35,-4,22,2491,-49,-507,5637,-1697,-9
68,37,-4,23,2491,-49,-507,5602,-1732,-9
72,37,-4,23,2493,-98,-520,5602,-1732,-9
76,38,-4,23,2493,-98,-520,5602,-1732,-9
80,38,-4,23,2498,-147,-529,5627,-1675,-10
84,38,-4,23,2498,-147,-529,5592,-1680,-10
88,38,-3,23,2504,-198,-537,5592,-1680,-10
92,38,-3,23,2504,-198,-537,5587,-1570,-10
96,38,-2,22,2511,-248,-543,5587,-1570,-10
100,38,-2,22,2511,-248,-543,5562,-1605,-10
104,38,-1,22,2521,-298,-546,5607,-1502,-11
108,38,-1,22,2521,-298,-546,5592,-1527,-11
112,38,-1,22,2532,-348,-546,5592,-1527,-11
116,37,-2,21,2532,-348,-546,5622,-1492,-11
120,37,-2,21,2545,-398,-544,5592,-1527,-11
124,34,-1,19,2545,-398,-544,5577,-1472,-11
128,34,-1,19,2559,-446,-540,5542,-1482,-11
132,34,-1,19,2559,-446,-540,5557,-1492,-12
136,34,0,19,2573,-494,-534,5557,-1492,-12
140,34,0,19,2573,-494,-534,5552,-1437,-12
144,35,-1,19,2586,-540,-526,5547,-1425,-12
148,35,-1,19,2586,-540,-526,5572,-1502,-12
152,35,-1,19,2598,-584,-516,5557,-1447,-12
156,35,-1,19,2598,-584,-516,5557,-1447,-12
160,35,-1,19,2611,-629,-505,5537,-1430,-13
164,34,-1,18,2611,-629,-505,5502,-1400,-13
168,34,-1,18,2623,-672,-493,5532,-1497,-13
172,34,-1,18,2623,-672,-493,5517,-1360,-13
176,34,-1,17,2634,-714,-479,5517,-1360,-13
180,34,-1,17,2634,-714,-479,5517,-1360,-13
184,34,0,15,2645,-754,-465,5502,-1365,-14
188,34,0,15,2645,-754,-465,5470,-1437,-14
192,34,0,15,2656,-792,-449,5517,-1447,-15
196,34,0,15,2656,-792,-449,5455,-1437,-15
200,34,0,15,2666,-828,-432,5455,-1437,-15
204,34,0,14,2666,-828,-432,5465,-1452,-15
208,34,0,14,2675,-861,-413,5470,-1492,-15
212,34,0,14,2675,-861,-413,5470,-1492,-15
216,34,0,14,2683,-894,-393,5455,-1467,-15
220,34,0,14,2683,-894,-393,5455,-1467,-15
224,36,1,14,2689,-924,-373,5435,-1517,-16
228,36,1,14,2689,-924,-373,5405,-1537,-16
232,37,1,14,2693,-953,-351,5420,-1547,-16
236,37,1,14,2693,-953,-351,5420,-1547,-16
240,37,1,14,2696,-980,-329,5370,-1542,-17
244,36,1,13,2696,-980,-329,5380,-1537,-17
248,36,1,13,2697,-1006,-304,5320,-1605,-17
2,36,1,12,2697,-1006,-304,5310,-1600,-17
6,36,1,12,2696,-1031,-279,5300,-1625,-18
10,36,1,12,2696,-1031,-253,5300,-1625,-18
14,36,1,13,2692,-1053,-253,5310,-1665,-18
18,36,1,13,2692,-1053,-226,5315,-1757,-18
22,36,2,12,2686,-1075,-226,5285,-1742,-18
26,36,2,12,2686,-1075,-198,5270,-1777,-19
30,36,2,12,2678,-1095,-198,5270,-1777,-19
34,36,3,10,2678,-1113,-170,5270,-1802,-19
38,36,3,10,2669,-1113,-170,5260,-1855,-19
42,37,2,9,2669,-1129,-140,5235,-1880,-19
46,37,2,9,2660,-1129,-140,5220,-1945,-19
50,36,1,8,2660,-1143,-110,5220,-1945,-19
54,36,1,8,2649,-1143,-110,5220,-1945,-19
58,36,1,8,2639,-1154,-79,5170,-2012,-20
62,36,0,8,2639,-1154,-79,5175,-2067,-20
66,36,0,8,2628,-1162,-50,5142,-2100,-20
70,37,0,6,2628,-1162,-50,5127,-2155,-20
74,37,0,6,2618,-1168,-21,5127,-2155,-20
78,37,0,6,2618,-1168,-21,5122,-2190,-21
82,36,0,5,2607,-1171,7,5087,-2232,-21
86,36,0,5,2607,-1171,7,5087,-2232,-21
90,34,0,3,2596,-1172,34,5027,-2365,-21
94,34,0,3,2596,-1172,34,5027,-2365,-21
98,34,0,3,2586,-1170,61,5037,-2405,-21
102,33,-1,3,2586,-1170,61,5022,-2470,-22
106,33,-1,3,2575,-1165,85,4942,-2537,-22
110,34,-2,2,2575,-1165,85,4942,-2537,-22
114,34,-2,2,2564,-1157,109,4967,-2615,-22
118,34,-2,2,2564,-1157,109,4962,-2670,-22
122,35,-3,2,2554,-1148,131,4967,-2705,-22
126,35,-3,2,2554,-1148,131,4947,-2802,-22
130,34,-4,1,2544,-1136,151,4942,-2817,-22
134,34,-4,1,2544,-1136,151,4942,-2817,-22
138,34,-4,1,2534,-1123,170,4847,-2955,-22
142,34,-4,1,2534,-1123,170,4800,-2955,-23
146,34,-4,1,2524,-1108,186,4810,-3062,-23
150,33,-4,1,2524,-1108,186,4770,-3112,-23
154,33,-4,1,2513,-1092,202,4770,-3112,-23
158,32,-4,1,2513,-1092,202,4770,-3112,-23
162,32,-4,1,2503,-1076,216,4710,-3277,-23
166,32,-4,1,2503,-1076,216,4685,-3302,-23
170,32,-5,0,2492,-1058,228,4690,-3357,-23
174,32,-5,0,2492,-1058,228,4690,-3470,-23
178,31,-5,0,2482,-1040,240,4690,-3470,-23
182,31,-5,0,2482,-1040,240,4610,-3520,-23
187,31,-5,0,2472,-1022,250,4615,-3602,-24
191,32,-5,0,2472,-1022,250,4570,-3675,-24
195,32,-5,0,2462,-1002,259,4545,-3725,-24
199,32,-6,0,2462,-1002,259,4545,-3725,-24
203,32,-6,0,2453,-982,267,4535,-3827,-24
207,32,-6,0,2453,-982,267,4550,-3867,-24
211,31,-7,0,2443,-962,273,4550,-3867,-24
215,31,-7,0,2443,-962,273,4492,-4010,-24
219,31,-7,0,2434,-942,278,4492,-4010,-24
223,31,-7,0,2434,-942,278,4447,-4072,-24
227,31,-7,0,2425,-922,281,4437,-4157,-24
231,31,-8,0,2425,-922,281,4432,-4195,-24
235,31,-8,0,2416,-902,283,4432,-4195,-24
239,32,-9,-1,2416,-902,283,4372,-4317,-24
243,32,-9,-1,2408,-882,282,4342,-4402,-24
247,32,-9,-1,2408,-882,282,4272,-4422,-24
2,32,-9,-1,2400,-861,280,4287,-4510,-24
6,32,-9,-1,2400,-861,280,4257,-4550,-24
10,31,-9,-1,2393,-840,277,4257,-4550,-24
14,31,-9,-1,2393,-840,277,4242,-4682,-24
18,31,-9,-1,2385,-819,272,4217,-4672,-24
22,31,-9,-1,2385,-819,272,4197,-4760,-24
26,31,-9,-1,2378,-798,266,4150,-4825,-24
30,31,-9,-1,2378,-798,266,4150,-4825,-24
34,31,-9,-1,2371,-777,260,4150,-4825,-24
38,32,-9,-2,2371,-777,260,4130,-4990,-24
42,32,-9,-2,2364,-755,252,4170,-5035,-24
46,32,-9,-2,2364,-755,252,4130,-5142,-24
50,32,-8,-3,2355,-734,245,4100,-5202,-23
54,32,-8,-3,2355,-734,245,4100,-5202,-23
58,33,-9,-3,2347,-711,237,4100,-5235,-23
62,33,-9,-3,2347,-711,237,4035,-5345,-23
66,33,-9,-3,2338,-688,228,4010,-5417,-23
70,33,-9,-4,2338,-688,228,4010,-5427,-23
74,33,-9,-4,2329,-665,219,4010,-5427,-23
78,33,-9,-4,2329,-665,219,4040,-5505,-23
82,33,-9,-4,2319,-642,209,3980,-5535,-23
86,33,-9,-4,2319,-642,209,3945,-5637,-23
90,33,-8,-3,2309,-618,199,3920,-5707,-23
94,33,-8,-3,2309,-618,199,3920,-5707,-23
98,33,-8,-4,2299,-594,189,3895,-5760,-23
102,33,-8,-4,2299,-594,189,3885,-5825,-23
106,34,-9,-4,2289,-569,179,3885,-5865,-23
110,34,-9,-4,2289,-569,179,3885,-5865,-23
114,34,-9,-4,2279,-544,168,3847,-5962,-22
118,36,-9,-5,2279,-544,168,3822,-6040,-22
122,36,-9,-5,2270,-520,157,3812,-6020,-22
126,35,-10,-5,2270,-520,157,3797,-6100,-22
130,35,-10,-5,2261,-495,145,3812,-6125,-22
134,35,-10,-5,2261,-495,145,3812,-6125,-22
138,34,-11,-5,2253,-469,132,3782,-6227,-22
142,34,-11,-5,2253,-469,132,3827,-6320,-22
146,34,-12,-5,2247,-443,117,3777,-6330,-21
150,34,-12,-5,2247,-443,117,3817,-6407,-21
154,34,-12,-5,2242,-417,101,3782,-6472,-21
158,36,-13,-6,2242,-417,101,3782,-6472,-21
162,36,-13,-6,2239,-391,83,3762,-6507,-21
166,35,-12,-5,2239,-391,83,3707,-6585,-21
170,35,-12,-5,2237,-365,64,3757,-6635,-21
174,35,-12,-5,2237,-365,64,3717,-6625,-20
178,33,-11,-4,2235,-340,44,3717,-6625,-20
182,33,-11,-4,2235,-340,44,3682,-6707,-20
186,32,-11,-4,2231,-316,23,3717,-6717,-20
190,32,-11,-4,2231,-316,23,3727,-6815,-20
194,32,-11,-4,2227,-293,3,3682,-6790,-20
198,31,-10,-3,2227,-293,3,3682,-6790,-20
202,31,-10,-3,2222,-272,-18,3692,-6895,-20
206,31,-11,-3,2222,-272,-18,3697,-6865,-19
210,31,-11,-3,2217,-253,-38,3692,-6957,-19
214,30,-10,-3,2217,-253,-38,3697,-6997,-19
218,30,-10,-3,2211,-234,-58,3697,-6997,-19
222,30,-10,-3,2211,-234,-58,3707,-6987,-19
226,32,-10,-4,2206,-216,-78,3687,-7055,-19
230,32,-10,-4,2206,-216,-78,3732,-7187,-19
234,31,-10,-3,2199,-197,-99,3732,-7187,-19
238,31,-10,-3,2199,-197,-99,3697,-7145,-18
242,31,-10,-3,2192,-179,-119,3697,-7145,-18
246,30,-10,-2,2192,-179,-119,3732,-7177,-18
1,30,-10,-2,2184,-163,-139,3702,-7267,-18
5,28,-9,-1,2184,-163,-139,3707,-7202,-17
9,28,-9,-1,2175,-148,-160,3707,-7202,-17
13,28,-9,-1,2175,-148,-160,3702,-7277,-17
17,30,-8,-1,2164,-134,-179,3732,-7287,-17
21,30,-8,-1,2164,-134,-179,3732,-7335,-17
25,31,-9,0,2153,-123,-198,3742,-7325,-16
29,31,-9,0,2153,-123,-198,3712,-7320,-16
33,31,-9,0,2140,-112,-216,3712,-7320,-16
37,29,-9,1,2140,-112,-216,3752,-7410,-16
41,29,-9,1,2127,-105,-234,3727,-7472,-16
45,31,-9,2,2127,-105,-234,3707,-7457,-16
49,31,-9,2,2113,-98,-253,3692,-7482,-16
53,31,-11,3,2113,-98,-253,3692,-7482,-16
57,31,-11,3,2097,-94,-271,3772,-7482,-15
61,31,-11,3,2097,-94,-271,3762,-7502,-15
65,33,-11,2,2081,-91,-290,3807,-7512,-15
69,33,-11,2,2081,-91,-290,3812,-7562,-15
73,32,-12,3,2065,-89,-311,3812,-7562,-15
77,32,-12,3,2065,-89,-311,3797,-7532,-15
81,32,-12,3,2048,-89,-332,3817,-7600,-14
85,31,-11,3,2048,-89,-332,3807,-7507,-14
89,31,-11,3,2030,-90,-353,3837,-7547,-14
93,30,-10,2,2030,-90,-353,3837,-7547,-14
97,30,-10,2,2012,-92,-374,3797,-7537,-14
101,30,-10,2,2012,-92,-374,3857,-7575,-14
105,33,-10,2,1994,-95,-395,3870,-7580,-13
109,33,-10,2,1994,-95,-395,3870,-7580,-13
113,31,-9,2,1976,-97,-415,3827,-7580,-13
117,31,-9,2,1976,-97,-415,3827,-7580,-13
121,31,-9,2,1958,-100,-435,3857,-7562,-13
125,29,-9,2,1958,-100,-435,3890,-7547,-12
129,29,-9,2,1940,-103,-454,3885,-7537,-13
133,29,-9,2,1940,-103,-454,3885,-7537,-13
137,29,-9,2,1922,-106,-474,3905,-7557,-12
141,29,-9,2,1922,-106,-474,3930,-7552,-12
145,29,-8,1,1906,-109,-492,3940,-7527,-12
149,29,-8,1,1906,-109,-492,3915,-7532,-12
153,28,-8,1,1889,-112,-509,3940,-7542,-11
157,28,-8,1,1889,-112,-509,3940,-7542,-11
161,28,-8,1,1873,-115,-526,3975,-7580,-11
165,28,-8,1,1873,-115,-526,3965,-7497,-11
169,28,-8,1,1856,-117,-543,3960,-7487,-11
173,29,-8,2,1856,-117,-543,4015,-7482,-11
177,29,-8,2,1839,-120,-558,4015,-7482,-11
181,29,-7,2,1839,-120,-558,4005,-7472,-11
185,29,-7,2,1820,-123,-573,4045,-7502,-11
189,29,-7,2,1820,-123,-573,4035,-7497,-11
193,29,-7,3,1801,-127,-587,4080,-7430,-10
197,29,-7,3,1801,-127,-587,4080,-7430,-10
201,28,-7,3,1782,-131,-600,4080,-7462,-10
205,28,-7,3,1782,-131,-600,4060,-7462,-10
209,28,-7,3,1764,-136,-613,4135,-7447,-10
213,28,-6,3,1764,-136,-613,4160,-7400,-10
217,28,-6,3,1746,-142,-625,4160,-7400,-10
221,30,-7,3,1746,-142,-625,4185,-7395,-10
225,30,-7,3,1729,-148,-637,4197,-7380,-10
229,30,-7,3,1729,-148,-637,4207,-7325,-9
233,31,-8,3,1712,-154,-649,4207,-7325,-9
237,31,-8,3,1712,-154,-649,4227,-7345,-9
241,31,-7,4,1694,-161,-661,4227,-7345,-9
245,31,-7,4,1694,-161,-661,4262,-7320,-9
0,31,-7,4,1676,-168,-673,4297,-7287,-9
4,34,-8,3,1676,-168,-673,4302,-7272,-9
8,34,-8,3,1659,-176,-686,4302,-7272,-9
12,32,-7,2,1659,-176,-686,4322,-7232,-8
16,32,-7,2,1643,-184,-698,4332,-7217,-8
20,33,-5,3,1643,-184,-698,4332,-7170,-8
24,33,-5,3,1627,-191,-709,4332,-7145,-8
28,33,-5,3,1627,-191,-709,4382,-7110,-8
32,35,-5,2,1612,-198,-720,4382,-7110,-8
36,35,-5,2,1612,-198,-720,4387,-7085,-8
40,36,-5,2,1598,-205,-729,4422,-7115,-8
44,36,-5,2,1598,-205,-729,4452,-7070,-8
48,36,-5,2,1583,-211,-737,4472,-7042,-8
52,35,-3,1,1583,-211,-737,4472,-7042,-8
56,35,-3,1,1568,-217,-744,4467,-7007,-8
60,35,-2,1,1568,-217,-744,4472,-6962,-7
64,35,-2,1,1555,-222,-750,4560,-6987,-7
68,35,-2,1,1555,-222,-750,4507,-6917,-7
72,35,-3,3,1541,-226,-755,4507,-6917,-7
76,35,-3,3,1541,-226,-755,4520,-6905,-7
80,34,-2,3,1527,-231,-758,4535,-6875,-7
84,34,-2,3,1527,-231,-758,4560,-6810,-7
88,34,-2,3,1513,-236,-761,4590,-6795,-7
92,34,-1,4,1513,-236,-761,4590,-6795,-7
96,34,-1,4,1500,-241,-763,4590,-6795,-7
100,36,0,4,1500,-241,-763,4675,-6732,-7
104,36,0,4,1487,-248,-762,4665,-6707,-7
108,36,0,5,1487,-248,-762,4665,-6707,-7
112,36,0,5,1474,-254,-760,4700,-6650,-6
116,36,0,5,1474,-254,-760,4700,-6650,-6
120,36,1,5,1461,-261,-757,4660,-6585,-6
124,36,1,5,1461,-261,-757,4730,-6600,-6
128,34,2,5,1448,-269,-752,4695,-6535,-6
132,34,2,5,1448,-269,-752,4695,-6535,-6
136,34,2,5,1436,-277,-746,4775,-6517,-6
140,33,2,5,1436,-277,-746,4790,-6535,-6
144,33,2,5,1424,-285,-739,4765,-6492,-6
148,35,1,5,1424,-285,-739,4765,-6462,-6
152,35,1,5,1412,-293,-731,4820,-6397,-6
